"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","74","testSingleUser","Surefire suite","Sun Feb 23 15:21:16 GMT 2025","passed","Sun Feb 23 15:21:16 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testSingleUser"
"","273","testCreate","Surefire suite","Sun Feb 23 15:21:10 GMT 2025","passed","Sun Feb 23 15:21:11 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testCreate"
"","55","testSingleUserNotFound","Surefire suite","Sun Feb 23 15:21:16 GMT 2025","passed","Sun Feb 23 15:21:16 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testSingleUserNotFound"
"","216","testLoginSuccessful","Surefire suite","Sun Feb 23 15:21:20 GMT 2025","passed","Sun Feb 23 15:21:20 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testLoginSuccessful"
"","209","testRegisterSuccessful","Surefire suite","Sun Feb 23 15:21:21 GMT 2025","passed","Sun Feb 23 15:21:21 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testRegisterSuccessful"
"","42","testSingleResourceNotFound","Surefire suite","Sun Feb 23 15:21:21 GMT 2025","passed","Sun Feb 23 15:21:21 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testSingleResourceNotFound"
"","208","testRegisterUnsuccessful","Surefire suite","Sun Feb 23 15:21:21 GMT 2025","passed","Sun Feb 23 15:21:21 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testRegisterUnsuccessful"
"","124","testListUsers","Surefire suite","Sun Feb 23 15:21:14 GMT 2025","passed","Sun Feb 23 15:21:14 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testListUsers"
"","225","testLoginUnsuccessful","Surefire suite","Sun Feb 23 15:21:15 GMT 2025","passed","Sun Feb 23 15:21:15 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testLoginUnsuccessful"
"","79","testListResource","Surefire suite","Sun Feb 23 15:21:20 GMT 2025","passed","Sun Feb 23 15:21:20 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testListResource"
"","235","testRegisterSuccessful","Surefire suite","Sun Feb 23 15:21:15 GMT 2025","passed","Sun Feb 23 15:21:15 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testRegisterSuccessful"
"","92","testListUsers","Surefire suite","Sun Feb 23 15:21:20 GMT 2025","passed","Sun Feb 23 15:21:20 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testListUsers"
"","237","testUpdatePut","Surefire suite","Sun Feb 23 15:21:16 GMT 2025","passed","Sun Feb 23 15:21:16 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testUpdatePut"
"","207","testUpdatePatch","Surefire suite","Sun Feb 23 15:21:21 GMT 2025","passed","Sun Feb 23 15:21:21 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testUpdatePatch"
"Получаем список пользователей на странице 2","2770","testListUsers","Surefire suite","Sun Feb 23 15:21:07 GMT 2025","passed","Sun Feb 23 15:21:10 GMT 2025","ru.korobovs.tests.ApiWithAllureTest","Surefire test","ru.korobovs.tests.ApiWithAllureTest","testListUsers"
"","50","testSingleUserNotFound","Surefire suite","Sun Feb 23 15:21:21 GMT 2025","passed","Sun Feb 23 15:21:21 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testSingleUserNotFound"
"","208","testDelete","Surefire suite","Sun Feb 23 15:21:20 GMT 2025","passed","Sun Feb 23 15:21:20 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testDelete"
"","228","testUpdatePatch","Surefire suite","Sun Feb 23 15:21:16 GMT 2025","passed","Sun Feb 23 15:21:16 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testUpdatePatch"
"","227","testLoginSuccessful","Surefire suite","Sun Feb 23 15:21:14 GMT 2025","passed","Sun Feb 23 15:21:15 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testLoginSuccessful"
"","205","testUpdatePut","Surefire suite","Sun Feb 23 15:21:21 GMT 2025","passed","Sun Feb 23 15:21:22 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testUpdatePut"
"","218","testSingleResourceNotFound","Surefire suite","Sun Feb 23 15:21:15 GMT 2025","passed","Sun Feb 23 15:21:16 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testSingleResourceNotFound"
"","207","testLoginUnsuccessful","Surefire suite","Sun Feb 23 15:21:20 GMT 2025","passed","Sun Feb 23 15:21:21 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testLoginUnsuccessful"
"","3211","testDelayedResponse","Surefire suite","Sun Feb 23 15:21:17 GMT 2025","passed","Sun Feb 23 15:21:20 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testDelayedResponse"
"","313","testCreate","Surefire suite","Sun Feb 23 15:21:16 GMT 2025","passed","Sun Feb 23 15:21:17 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testCreate"
"","46","testSingleResource","Surefire suite","Sun Feb 23 15:21:21 GMT 2025","passed","Sun Feb 23 15:21:21 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testSingleResource"
"","227","testRegisterUnsuccessful","Surefire suite","Sun Feb 23 15:21:15 GMT 2025","passed","Sun Feb 23 15:21:15 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testRegisterUnsuccessful"
"","80","testSingleUser","Surefire suite","Sun Feb 23 15:21:21 GMT 2025","passed","Sun Feb 23 15:21:21 GMT 2025","ru.korobovs.tests.ApiWithPojoTest","Surefire test","ru.korobovs.tests.ApiWithPojoTest","testSingleUser"
"","78","testSingleResource","Surefire suite","Sun Feb 23 15:21:15 GMT 2025","passed","Sun Feb 23 15:21:15 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testSingleResource"
"Получаем данные одного пользователя с id 2","93","testSingleUser","Surefire suite","Sun Feb 23 15:21:10 GMT 2025","passed","Sun Feb 23 15:21:10 GMT 2025","ru.korobovs.tests.ApiWithAllureTest","Surefire test","ru.korobovs.tests.ApiWithAllureTest","testSingleUser"
"Попытка получить данные несуществующего пользователя","227","testSingleUserNotFound","Surefire suite","Sun Feb 23 15:21:10 GMT 2025","passed","Sun Feb 23 15:21:10 GMT 2025","ru.korobovs.tests.ApiWithAllureTest","Surefire test","ru.korobovs.tests.ApiWithAllureTest","testSingleUserNotFound"
"","68","testListResource","Surefire suite","Sun Feb 23 15:21:14 GMT 2025","passed","Sun Feb 23 15:21:14 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testListResource"
"","219","testDelete","Surefire suite","Sun Feb 23 15:21:14 GMT 2025","passed","Sun Feb 23 15:21:14 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testDelete"
"","3238","testDelayedResponse","Surefire suite","Sun Feb 23 15:21:11 GMT 2025","passed","Sun Feb 23 15:21:14 GMT 2025","ru.korobovs.tests.ApiTest","Surefire test","ru.korobovs.tests.ApiTest","testDelayedResponse"
